t,x0,y0,px0,py0,x1,y1,px1,py1,x2,y2,px2,py2
41.22,-0.968677,-0.257716,-0.475227,0.425449,0.974216,0.254105,-0.459955,0.427392,-0.00553861,0.00361098,0.935182,-0.852841
41.23,-0.973369,-0.253445,-0.463235,0.428602,0.969557,0.258364,-0.471887,0.424242,0.00381213,-0.00491846,0.935122,-0.852844
41.24,-0.977942,-0.249144,-0.451401,0.431557,0.964778,0.26259,-0.483972,0.420884,0.0131638,-0.0134459,0.935373,-0.852441
41.25,-0.982397,-0.244814,-0.439724,0.434321,0.959877,0.266781,-0.496211,0.417308,0.0225196,-0.0219673,0.935935,-0.851629
41.26,-0.986736,-0.240458,-0.428205,0.436905,0.954854,0.270936,-0.508601,0.413505,0.0318825,-0.0304785,0.936807,-0.85041
41.27,-0.990961,-0.236076,-0.416844,0.439317,0.949705,0.275052,-0.521141,0.409464,0.0412557,-0.0389755,0.937985,-0.848781
41.28,-0.995073,-0.231671,-0.405639,0.441565,0.944431,0.279125,-0.533827,0.405175,0.0506422,-0.0474541,0.939466,-0.84674
41.29,-0.999074,-0.227245,-0.394591,0.44366,0.939029,0.283155,-0.546656,0.400626,0.060045,-0.0559103,0.941247,-0.844286
41.3,-1.00296,-0.222798,-0.383696,0.445608,0.933498,0.287138,-0.559626,0.395806,0.0694672,-0.0643398,0.943322,-0.841414
41.31,-1.00675,-0.218333,-0.372954,0.447418,0.927836,0.291071,-0.572731,0.390704,0.0789115,-0.0727386,0.945685,-0.838122
41.32,-1.01042,-0.21385,-0.362364,0.449097,0.922043,0.294952,-0.585966,0.385309,0.0883809,-0.0811023,0.94833,-0.834405
41.33,-1.014,-0.209351,-0.351923,0.450652,0.916117,0.298777,-0.599327,0.379609,0.0978781,-0.0894267,0.95125,-0.830261
41.34,-1.01746,-0.204837,-0.341629,0.452091,0.910057,0.302544,-0.612806,0.373592,0.107406,-0.0977075,0.954435,-0.825683
41.35,-1.02083,-0.200309,-0.33148,0.45342,0.903861,0.306249,-0.626397,0.367248,0.116967,-0.10594,0.957877,-0.820667
41.36,-1.02409,-0.195768,-0.321473,0.454645,0.897529,0.309889,-0.640092,0.360564,0.126563,-0.114121,0.961565,-0.815209
41.37,-1.02726,-0.191216,-0.311606,0.455774,0.891059,0.313461,-0.653882,0.353528,0.136198,-0.122244,0.965489,-0.809302
41.38,-1.03032,-0.186653,-0.301877,0.456811,0.884451,0.31696,-0.667758,0.34613,0.145873,-0.130307,0.969635,-0.802941
41.39,-1.03329,-0.18208,-0.292281,0.457763,0.877704,0.320383,-0.68171,0.338357,0.155591,-0.138303,0.973991,-0.796121
41.4,-1.03617,-0.177498,-0.282817,0.458635,0.870817,0.323727,-0.695725,0.330199,0.165353,-0.146229,0.978542,-0.788835
41.41,-1.03895,-0.172907,-0.273481,0.459433,0.863789,0.326987,-0.709793,0.321645,0.175162,-0.15408,0.983274,-0.781078
41.42,-1.04164,-0.168309,-0.26427,0.460161,0.856621,0.33016,-0.7239,0.312684,0.185018,-0.161851,0.988171,-0.772845
41.43,-1.04424,-0.163704,-0.255181,0.460823,0.849311,0.333241,-0.738033,0.303306,0.194925,-0.169537,0.993214,-0.76413
41.44,-1.04674,-0.159092,-0.246211,0.461426,0.84186,0.336226,-0.752175,0.293502,0.204883,-0.177133,0.998387,-0.754928
41.45,-1.04916,-0.154475,-0.237356,0.461972,0.834268,0.339111,-0.766312,0.283262,0.214893,-0.184635,1.00367,-0.745234
41.46,-1.05149,-0.149853,-0.228613,0.462466,0.826534,0.341891,-0.780427,0.272578,0.224956,-0.192038,1.00904,-0.735044
41.47,-1.05373,-0.145226,-0.219979,0.462913,0.818659,0.344562,-0.794502,0.261442,0.235074,-0.199336,1.01448,-0.724355
41.48,-1.05589,-0.140595,-0.21145,0.463315,0.810644,0.34712,-0.808517,0.249848,0.245246,-0.206525,1.01997,-0.713163
41.49,-1.05796,-0.13596,-0.203022,0.463677,0.802489,0.349559,-0.822454,0.237789,0.255473,-0.2136,1.02548,-0.701466
41.5,-1.05995,-0.131321,-0.194693,0.464001,0.794195,0.351876,-0.836292,0.225261,0.265755,-0.220555,1.03099,-0.689262
41.51,-1.06186,-0.12668,-0.186458,0.464292,0.785763,0.354065,-0.85001,0.212261,0.276093,-0.227385,1.03647,-0.676552
41.52,-1.06368,-0.122035,-0.178314,0.464551,0.777195,0.356121,-0.863585,0.198785,0.286485,-0.234086,1.0419,-0.663336
41.53,-1.06542,-0.117389,-0.170257,0.464782,0.768491,0.35804,-0.876996,0.184834,0.296931,-0.240652,1.04725,-0.649616
41.54,-1.06708,-0.11274,-0.162284,0.464987,0.759655,0.359818,-0.890217,0.170406,0.30743,-0.247078,1.0525,-0.635394
41.55,-1.06867,-0.108089,-0.154391,0.46517,0.750687,0.361448,-0.903227,0.155505,0.317981,-0.253359,1.05762,-0.620676
41.56,-1.07017,-0.103436,-0.146575,0.465332,0.74159,0.362928,-0.915999,0.140134,0.328582,-0.259491,1.06257,-0.605467
41.57,-1.0716,-0.0987823,-0.138831,0.465476,0.732367,0.364251,-0.928511,0.124298,0.339232,-0.265469,1.06734,-0.589775
41.58,-1.07295,-0.0941268,-0.131157,0.465604,0.72302,0.365414,-0.940736,0.108005,0.349929,-0.271287,1.07189,-0.573609
41.59,-1.07422,-0.0894702,-0.123548,0.465718,0.713552,0.366411,-0.95265,0.0912624,0.36067,-0.276941,1.0762,-0.556981
41.6,-1.07542,-0.0848125,-0.116,0.46582,0.703967,0.367239,-0.964228,0.0740822,0.371453,-0.282426,1.08023,-0.539902
41.61,-1.07654,-0.0801538,-0.108511,0.465911,0.694268,0.367893,-0.975446,0.0564771,0.382275,-0.287739,1.08396,-0.522388
41.62,-1.07759,-0.0754942,-0.101077,0.465994,0.684458,0.368369,-0.98628,0.0384618,0.393132,-0.292874,1.08736,-0.504456
41.63,-1.07856,-0.0708339,-0.0936931,0.466069,0.674542,0.368662,-0.996706,0.020053,0.404022,-0.297828,1.0904,-0.486122
41.64,-1.07946,-0.0661729,-0.0863566,0.466138,0.664524,0.36877,-1.0067,0.00126949,0.41494,-0.302597,1.09306,-0.467407
41.65,-1.08029,-0.0615112,-0.0790635,0.466202,0.654408,0.368687,-1.01624,-0.0178681,0.425883,-0.307176,1.09531,-0.448334
41.66,-1.08105,-0.0568488,-0.0718102,0.466263,0.644199,0.368412,-1.02531,-0.0373371,0.436846,-0.311563,1.09712,-0.428926
41.67,-1.08173,-0.0521859,-0.064593,0.466322,0.633902,0.367941,-1.03389,-0.0571133,0.447825,-0.315755,1.09848,-0.409209
41.68,-1.08234,-0.0475224,-0.0574083,0.466379,0.623521,0.36727,-1.04196,-0.0771705,0.458816,-0.319748,1.09937,-0.389208
41.69,-1.08288,-0.0428583,-0.0502524,0.466435,0.613063,0.366397,-1.0495,-0.097481,0.469813,-0.323539,1.09975,-0.368954
41.7,-1.08334,-0.0381937,-0.0431216,0.466492,0.602531,0.36532,-1.0565,-0.118016,0.480811,-0.327127,1.09962,-0.348476
41.71,-1.08374,-0.0335285,-0.0360122,0.466549,0.591933,0.364037,-1.06295,-0.138744,0.491805,-0.330508,1.09896,-0.327805
41.72,-1.08406,-0.0288627,-0.0289205,0.466608,0.581273,0.362545,-1.06883,-0.159633,0.50279,-0.333683,1.09775,-0.306974
41.73,-1.08432,-0.0241963,-0.021843,0.466668,0.570556,0.360844,-1.07414,-0.180652,0.51376,-0.336648,1.09599,-0.286016
41.74,-1.0845,-0.0195293,-0.0147759,0.46673,0.55979,0.358932,-1.07888,-0.201766,0.52471,-0.339403,1.09365,-0.264964
41.75,-1.08461,-0.0148617,-0.00771551,0.466795,0.548979,0.356809,-1.08303,-0.222941,0.535633,-0.341947,1.09075,-0.243854
41.76,-1.08465,-0.0101934,-0.000658187,0.466863,0.538129,0.354474,-1.0866,-0.244143,0.546525,-0.34428,1.08726,-0.22272
41.77,-1.08462,-0.00552447,0.00639975,0.466933,0.527247,0.351926,-1.08959,-0.265336,0.557378,-0.346402,1.08319,-0.201597
41.78,-1.08453,-0.000854781,0.013462,0.467005,0.516337,0.349167,-1.092,-0.286485,0.568188,-0.348312,1.07854,-0.18052
41.79,-1.08436,0.00381564,0.0205322,0.467081,0.505407,0.346196,-1.09384,-0.307557,0.578949,-0.350012,1.07331,-0.159524
41.8,-1.08412,0.00848683,0.0276141,0.467158,0.49446,0.343016,-1.09512,-0.328517,0.589655,-0.351503,1.06751,-0.138642
41.81,-1.0838,0.0131588,0.0347113,0.467238,0.483504,0.339626,-1.09585,-0.349331,0.600299,-0.352785,1.06114,-0.117907
41.82,-1.08342,0.0178316,0.0418276,0.467319,0.472543,0.336029,-1.09604,-0.369966,0.610878,-0.353861,1.05421,-0.0973529
41.83,-1.08297,0.0225052,0.0489666,0.467402,0.461583,0.332227,-1.0957,-0.390392,0.621384,-0.354732,1.04674,-0.0770098
41.84,-1.08244,0.0271796,0.0561321,0.467485,0.450629,0.328221,-1.09486,-0.410577,0.631812,-0.355401,1.03873,-0.056908
41.85,-1.08184,0.0318549,0.0633278,0.467568,0.439686,0.324015,-1.09354,-0.430492,0.642158,-0.35587,1.03021,-0.0370758
41.86,-1.08117,0.036531,0.0705573,0.46765,0.428758,0.319611,-1.09174,-0.45011,0.652416,-0.356142,1.02119,-0.0175402
41.87,-1.08043,0.0412079,0.0778244,0.46773,0.417851,0.315013,-1.08951,-0.469404,0.662582,-0.356221,1.01168,0.0016736
41.88,-1.07962,0.0458856,0.0851329,0.467808,0.406968,0.310223,-1.08685,-0.48835,0.67265,-0.356109,1.00172,0.0205421
41.89,-1.07873,0.0505641,0.0924863,0.467881,0.396114,0.305246,-1.0838,-0.506925,0.682616,-0.35581,0.991311,0.0390436
41.9,-1.07777,0.0552432,0.0998886,0.46795,0.385292,0.300085,-1.08038,-0.525109,0.692476,-0.355328,0.980488,0.0571586
41.91,-1.07673,0.0599231,0.107343,0.468012,0.374507,0.294744,-1.07661,-0.542882,0.702226,-0.354667,0.969271,0.0748693
41.92,-1.07562,0.0646035,0.114854,0.468067,0.36376,0.289227,-1.07254,-0.560227,0.711862,-0.353831,0.957684,0.09216
41.93,-1.07444,0.0692844,0.122425,0.468111,0.353056,0.283539,-1.06818,-0.577128,0.72138,-0.352824,0.945752,0.109017
41.94,-1.07317,0.0739657,0.13006,0.468145,0.342397,0.277685,-1.06356,-0.593573,0.730777,-0.35165,0.933498,0.125428
41.95,-1.07183,0.0786473,0.137763,0.468166,0.331785,0.271668,-1.05871,-0.60955,0.74005,-0.350315,0.920947,0.141384
41.96,-1.07042,0.083329,0.145536,0.468172,0.321222,0.265494,-1.05366,-0.625049,0.749196,-0.348823,0.908126,0.156877
41.97,-1.06892,0.0880107,0.153385,0.468161,0.310711,0.259167,-1.04844,-0.640061,0.758212,-0.347178,0.895058,0.1719
41.98,-1.06735,0.0926922,0.161312,0.468131,0.300254,0.252692,-1.04308,-0.65458,0.767097,-0.345385,0.881768,0.186449
41.99,-1.0657,0.0973734,0.169322,0.468079,0.28985,0.246075,-1.0376,-0.6686,0.775848,-0.343449,0.868281,0.200521
42,-1.06396,0.102054,0.177419,0.468004,0.279501,0.23932,-1.03204,-0.682119,0.784462,-0.341374,0.854619,0.214116
42.01,-1.06215,0.106733,0.185605,0.467901,0.269209,0.232433,-1.02641,-0.695134,0.79294,-0.339166,0.840807,0.227233
42.02,-1.06025,0.111412,0.193885,0.467769,0.258973,0.225418,-1.02075,-0.707643,0.801279,-0.33683,0.826866,0.239874
42.03,-1.05827,0.116089,0.202263,0.467604,0.248794,0.21828,-1.01508,-0.719648,0.809477,-0.334369,0.812818,0.252043
42.04,-1.05621,0.120764,0.210742,0.467404,0.238672,0.211025,-1.00943,-0.731148,0.817535,-0.331789,0.798685,0.263744
42.05,-1.05406,0.125437,0.219326,0.467164,0.228606,0.203657,-1.00381,-0.742146,0.825451,-0.329094,0.784486,0.274982
42.06,-1.05182,0.130107,0.228019,0.466882,0.218595,0.196182,-0.998259,-0.752646,0.833225,-0.326289,0.77024,0.285764
42.07,-1.0495,0.134775,0.236824,0.466553,0.20864,0.188604,-0.99279,-0.762649,0.840856,-0.323379,0.755967,0.296097
42.08,-1.04708,0.139438,0.245744,0.466173,0.19874,0.180929,-0.987426,-0.772162,0.848344,-0.320367,0.741682,0.305988
42.09,-1.04458,0.144098,0.254785,0.46574,0.188892,0.173161,-0.982187,-0.781188,0.855689,-0.317259,0.727403,0.315448
42.1,-1.04199,0.148753,0.263948,0.465247,0.179096,0.165305,-0.977092,-0.789732,0.862892,-0.314058,0.713144,0.324485
42.11,-1.0393,0.153403,0.273238,0.464691,0.16935,0.157366,-0.972159,-0.797799,0.869952,-0.310769,0.698921,0.333109
42.12,-1.03652,0.158047,0.282658,0.464066,0.159653,0.149349,-0.967405,-0.805396,0.87687,-0.307396,0.684746,0.34133
42.13,-1.03365,0.162684,0.292212,0.463368,0.150002,0.141258,-0.962845,-0.812529,0.883647,-0.303943,0.670633,0.349161
42.14,-1.03068,0.167314,0.301902,0.462591,0.140396,0.133099,-0.958495,-0.819202,0.890283,-0.300413,0.656593,0.356611
42.15,-1.02761,0.171936,0.311732,0.46173,0.130832,0.124874,-0.954368,-0.825421,0.896779,-0.29681,0.642637,0.363691
42.16,-1.02444,0.176549,0.321704,0.460779,0.121308,0.11659,-0.950478,-0.831194,0.903136,-0.293139,0.628774,0.370415
42.17,-1.02118,0.181152,0.331823,0.459731,0.111822,0.10825,-0.946837,-0.836524,0.909355,-0.289402,0.615013,0.376792
42.18,-1.01781,0.185743,0.342091,0.458581,0.102372,0.0998597,-0.943455,-0.841417,0.915436,-0.285603,0.601364,0.382836
42.19,-1.01434,0.190323,0.352511,0.457322,0.0929534,0.0914221,-0.940343,-0.845878,0.921382,-0.281745,0.587832,0.388556
42.2,-1.01076,0.19489,0.363084,0.455947,0.0835648,0.0829421,-0.93751,-0.849913,0.927193,-0.277832,0.574426,0.393967
42.21,-1.00707,0.199442,0.373815,0.454448,0.0742032,0.0744239,-0.934964,-0.853525,0.93287,-0.273866,0.561149,0.399077
42.22,-1.00328,0.203979,0.384704,0.452818,0.0648655,0.0658716,-0.932713,-0.856719,0.938416,-0.26985,0.548009,0.403901
42.23,-0.999379,0.208499,0.395755,0.451049,0.0555489,0.0572895,-0.930764,-0.859497,0.943831,-0.265788,0.53501,0.408448
42.24,-0.995366,0.213,0.406968,0.449134,0.0462502,0.0486817,-0.929122,-0.861864,0.949116,-0.261681,0.522155,0.41273
42.25,-0.99124,0.217481,0.418346,0.447063,0.0369664,0.0400522,-0.927793,-0.863821,0.954274,-0.257533,0.509447,0.416758
42.26,-0.986999,0.221941,0.429889,0.444827,0.0276944,0.0314052,-0.92678,-0.86537,0.959305,-0.253346,0.496891,0.420543
42.27,-0.982642,0.226378,0.4416,0.442418,0.0184308,0.0227448,-0.926087,-0.866514,0.964211,-0.249123,0.484487,0.424096
42.28,-0.978167,0.230789,0.453478,0.439827,0.00917264,0.014075,-0.925716,-0.867253,0.968995,-0.244864,0.472238,0.427426
42.29,-0.973573,0.235174,0.465524,0.437042,-8.34699e-05,0.00539976,-0.925669,-0.867587,0.973656,-0.240574,0.460145,0.430544
42.3,-0.968857,0.23953,0.477738,0.434055,-0.00934074,-0.00327677,-0.925947,-0.867516,0.978198,-0.236254,0.448209,0.433461
42.31,-0.964018,0.243855,0.49012,0.430855,-0.0186024,-0.0119506,-0.92655,-0.86704,0.98262,-0.231905,0.436431,0.436185
42.32,-0.959054,0.248147,0.502668,0.427431,-0.0278717,-0.0206176,-0.927478,-0.866156,0.986926,-0.22753,0.42481,0.438725
42.33,-0.953965,0.252404,0.515382,0.423772,-0.037152,-0.0292737,-0.928729,-0.864863,0.991117,-0.22313,0.413347,0.441092
42.34,-0.948747,0.256623,0.52826,0.419866,-0.0464463,-0.0379148,-0.930301,-0.863159,0.995193,-0.218708,0.40204,0.443293
42.35,-0.943399,0.260801,0.541299,0.415702,-0.055758,-0.0465369,-0.93219,-0.86104,0.999157,-0.214264,0.39089,0.445338
42.36,-0.937921,0.264937,0.554497,0.411269,-0.0650901,-0.0551356,-0.934392,-0.858503,1.00301,-0.209801,0.379895,0.447234
42.37,-0.932309,0.269027,0.56785,0.406553,-0.0744458,-0.0637069,-0.936903,-0.855542,1.00676,-0.20532,0.369054,0.448989
42.38,-0.926564,0.273068,0.581353,0.401543,-0.0838282,-0.0722465,-0.939718,-0.852154,1.01039,-0.200821,0.358364,0.450611
42.39,-0.920682,0.277058,0.595003,0.396226,-0.0932402,-0.08075,-0.942828,-0.848334,1.01392,-0.196308,0.347825,0.452108
42.4,-0.914664,0.280992,0.608792,0.390589,-0.102685,-0.0892132,-0.946227,-0.844075,1.01735,-0.191779,0.337435,0.453486
42.41,-0.908507,0.284869,0.622716,0.38462,-0.112165,-0.0976315,-0.949906,-0.839372,1.02067,-0.187238,0.32719,0.454752
42.42,-0.902209,0.288685,0.636766,0.378304,-0.121683,-0.106001,-0.953855,-0.834218,1.02389,-0.182684,0.317089,0.455914
42.43,-0.895771,0.292435,0.650935,0.37163,-0.131242,-0.114316,-0.958064,-0.828606,1.02701,-0.17812,0.307129,0.456976
42.44,-0.889191,0.296117,0.665214,0.364584,-0.140844,-0.122573,-0.962522,-0.82253,1.03003,-0.173545,0.297308,0.457946
42.45,-0.882467,0.299727,0.679592,0.357153,-0.150492,-0.130766,-0.967215,-0.815982,1.03296,-0.168961,0.287622,0.458829
42.46,-0.875599,0.303261,0.69406,0.349325,-0.160188,-0.138892,-0.972129,-0.808955,1.03579,-0.164368,0.27807,0.45963
42.47,-0.868586,0.306714,0.708604,0.341086,-0.169935,-0.146946,-0.977251,-0.801442,1.03852,-0.159768,0.268647,0.460356
42.48,-0.861427,0.310082,0.723211,0.332424,-0.179733,-0.154921,-0.982563,-0.793434,1.04116,-0.155161,0.259351,0.46101
42.49,-0.854122,0.313362,0.737869,0.323327,-0.189586,-0.162814,-0.988048,-0.784926,1.04371,-0.150548,0.250179,0.461599
42.5,-0.846669,0.316549,0.752561,0.313784,-0.199494,-0.17062,-0.993689,-0.775909,1.04616,-0.145929,0.241127,0.462126
42.51,-0.83907,0.319638,0.767272,0.303783,-0.20946,-0.178332,-0.999465,-0.766378,1.04853,-0.141305,0.232193,0.462596
42.52,-0.831324,0.322624,0.781983,0.293313,-0.219484,-0.185947,-1.00536,-0.756326,1.05081,-0.136677,0.223372,0.463013
42.53,-0.823431,0.325504,0.796677,0.282366,-0.229567,-0.193459,-1.01134,-0.745747,1.053,-0.132045,0.214662,0.463381
42.54,-0.81539,0.328272,0.811334,0.270932,-0.23971,-0.200862,-1.01739,-0.734637,1.0551,-0.12741,0.206058,0.463705
42.55,-0.807204,0.330923,0.825933,0.259003,-0.249915,-0.208152,-1.02349,-0.72299,1.05712,-0.122771,0.197558,0.463987
42.56,-0.798872,0.333452,0.840451,0.246572,-0.26018,-0.215322,-1.02961,-0.710803,1.05905,-0.11813,0.189157,0.464231
42.57,-0.790395,0.335854,0.854867,0.233634,-0.270507,-0.222368,-1.03572,-0.698075,1.0609,-0.113486,0.180853,0.464441
42.58,-0.781774,0.338124,0.869157,0.220184,-0.280895,-0.229284,-1.0418,-0.684803,1.06267,-0.108841,0.172642,0.464619
42.59,-0.773012,0.340258,0.883295,0.206219,-0.291343,-0.236064,-1.04781,-0.670988,1.06435,-0.104194,0.164519,0.464769
42.6,-0.764109,0.342249,0.897256,0.191738,-0.301851,-0.242703,-1.05374,-0.656631,1.06596,-0.0995456,0.156481,0.464893
42.61,-0.755067,0.344093,0.911013,0.176742,-0.312418,-0.249196,-1.05954,-0.641736,1.06748,-0.0948961,0.148526,0.464994
42.62,-0.745888,0.345784,0.92454,0.161232,-0.323042,-0.255538,-1.06519,-0.626307,1.06893,-0.0902457,0.140648,0.465074
42.63,-0.736576,0.347317,0.937809,0.145213,-0.333721,-0.261723,-1.07065,-0.61035,1.0703,-0.0855946,0.132844,0.465136
42.64,-0.727132,0.348688,0.950792,0.128691,-0.344455,-0.267745,-1.0759,-0.593873,1.07159,-0.080943,0.125111,0.465182
42.65,-0.71756,0.349891,0.963461,0.111674,-0.35524,-0.2736,-1.08091,-0.576888,1.0728,-0.076291,0.117445,0.465214
42.66,-0.707863,0.350921,0.975788,0.0941724,-0.366073,-0.279283,-1.08563,-0.559406,1.07394,-0.0716387,0.109841,0.465234
42.67,-0.698044,0.351774,0.987745,0.0761993,-0.376952,-0.284788,-1.09004,-0.541443,1.075,-0.0669863,0.102297,0.465243
42.68,-0.688108,0.352445,0.999304,0.0577697,-0.387874,-0.290112,-1.09411,-0.523013,1.07598,-0.0623338,0.0948083,0.465244
42.69,-0.678058,0.35293,1.01044,0.0389009,-0.398834,-0.295248,-1.09781,-0.504138,1.07689,-0.0576814,0.0873713,0.465237
42.7,-0.667899,0.353223,1.02112,0.0196125,-0.40983,-0.300194,-1.1011,-0.484837,1.07773,-0.0530291,0.0799823,0.465225
42.71,-0.657636,0.353322,1.03133,-7.32161e-05,-0.420856,-0.304945,-1.10397,-0.465134,1.07849,-0.0483769,0.0726374,0.465208
42.72,-0.647273,0.353222,1.04103,-0.0201321,-0.431909,-0.309497,-1.10637,-0.445055,1.07918,-0.0437249,0.065333,0.465187
42.73,-0.636815,0.352919,1.05021,-0.0405377,-0.442984,-0.313846,-1.10828,-0.424627,1.0798,-0.0390732,0.0580652,0.465165
42.74,-0.626268,0.352411,1.05885,-0.0612612,-0.454075,-0.31799,-1.10968,-0.40388,1.08034,-0.0344217,0.0508303,0.465141
42.75,-0.615638,0.351694,1.06693,-0.0822723,-0.465177,-0.321924,-1.11055,-0.382844,1.08082,-0.0297704,0.0436244,0.465116
42.76,-0.60493,0.350766,1.07442,-0.103538,-0.476286,-0.325646,-1.11086,-0.361554,1.08122,-0.0251193,0.0364438,0.465092
42.77,-0.59415,0.349623,1.08131,-0.125025,-0.487395,-0.329155,-1.1106,-0.340044,1.08154,-0.0204685,0.0292846,0.465069
42.78,-0.583304,0.348265,1.0876,-0.146698,-0.498498,-0.332447,-1.10974,-0.31835,1.0818,-0.0158179,0.0221432,0.465047
42.79,-0.572398,0.34669,1.09327,-0.168519,-0.509589,-0.335522,-1.10828,-0.296509,1.08199,-0.0111676,0.0150157,0.465027
42.8,-0.561438,0.344895,1.09831,-0.19045,-0.520664,-0.338378,-1.10621,-0.274559,1.0821,-0.0065174,0.00789835,0.46501
42.81,-0.550431,0.342881,1.10272,-0.212454,-0.531714,-0.341013,-1.10351,-0.25254,1.08215,-0.00186739,0.000787294,0.464994
42.82,-0.539384,0.340646,1.1065,-0.234491,-0.542734,-0.343428,-1.10018,-0.23049,1.08212,0.00278248,-0.00632123,0.464981
42.83,-0.528301,0.338191,1.10965,-0.256522,-0.553717,-0.345623,-1.09622,-0.20845,1.08202,0.00743224,-0.013431,0.464971
42.84,-0.517191,0.335515,1.11217,-0.278506,-0.564658,-0.347597,-1.09162,-0.186457,1.08185,0.0120819,-0.0205459,0.464963
42.85,-0.506058,0.332621,1.11407,-0.300406,-0.57555,-0.349352,-1.0864,-0.164552,1.08161,0.0167315,-0.0276696,0.464958
42.86,-0.49491,0.329507,1.11535,-0.322182,-0.586386,-0.350888,-1.08055,-0.142772,1.0813,0.0213811,-0.034806,0.464955
42.87,-0.483751,0.326177,1.11604,-0.343797,-0.597161,-0.352208,-1.07408,-0.121156,1.08091,0.0260306,-0.0419588,0.464953
42.88,-0.472589,0.322631,1.11615,-0.365215,-0.607868,-0.353311,-1.06701,-0.0997379,1.08046,0.0306801,-0.0491319,0.464953
42.89,-0.461428,0.318873,1.11568,-0.386398,-0.618501,-0.354202,-1.05935,-0.0785545,1.07993,0.0353297,-0.0563291,0.464953
42.9,-0.450275,0.314903,1.11467,-0.407314,-0.629055,-0.354883,-1.05112,-0.0576386,1.07933,0.0399792,-0.0635542,0.464953
42.91,-0.439135,0.310726,1.11314,-0.42793,-0.639523,-0.355355,-1.04233,-0.0370218,1.07866,0.0446287,-0.070811,0.464952
42.92,-0.428012,0.306345,1.11111,-0.448216,-0.649901,-0.355623,-1.033,-0.0167339,1.07791,0.0492782,-0.0781032,0.464949
42.93,-0.416913,0.301762,1.1086,-0.468142,-0.660183,-0.35569,-1.02316,0.00319741,1.0771,0.0539277,-0.0854348,0.464944
42.94,-0.40584,0.296982,1.10564,-0.487682,-0.670365,-0.355559,-1.01283,0.0227466,1.0762,0.0585771,-0.0928095,0.464935
42.95,-0.3948,0.292008,1.10226,-0.506811,-0.68044,-0.355235,-1.00203,0.0418902,1.07524,0.0632264,-0.100231,0.464921
42.96,-0.383795,0.286846,1.09849,-0.525507,-0.690405,-0.354721,-0.990786,0.0606074,1.0742,0.0678755,-0.107704,0.4649
42.97,-0.37283,0.281498,1.09436,-0.543751,-0.700256,-0.354023,-0.97913,0.0788793,1.07309,0.0725244,-0.11523,0.464872
42.98,-0.361908,0.275971,1.0899,-0.561523,-0.709988,-0.353144,-0.967087,0.0966896,1.0719,0.0771729,-0.122816,0.464833
42.99,-0.351032,0.270268,1.08515,-0.578808,-0.719597,-0.352089,-0.954685,0.114024,1.07063,0.0818211,-0.130463,0.464784
43,-0.340205,0.264395,1.08013,-0.595593,-0.729081,-0.350863,-0.941952,0.130871,1.06929,0.0864686,-0.138177,0.464722
43.01,-0.329429,0.258356,1.07487,-0.611865,-0.738436,-0.349471,-0.928915,0.147221,1.06787,0.0911155,-0.14596,0.464644
43.02,-0.318707,0.252157,1.06942,-0.627616,-0.74766,-0.347919,-0.915603,0.163067,1.06637,0.0957615,-0.153817,0.464549
43.03,-0.308041,0.245804,1.06379,-0.642838,-0.756748,-0.34621,-0.902043,0.178403,1.06479,0.100406,-0.161751,0.464435
43.04,-0.297432,0.2393,1.05803,-0.657524,-0.765701,-0.344351,-0.888263,0.193225,1.06313,0.10505,-0.169766,0.464299
43.05,-0.28688,0.232653,1.05216,-0.671672,-0.774514,-0.342346,-0.874289,0.207534,1.06139,0.109692,-0.177867,0.464138
43.06,-0.276388,0.225867,1.0462,-0.685278,-0.783186,-0.3402,-0.860148,0.221327,1.05957,0.114333,-0.186056,0.463951
43.07,-0.265956,0.218948,1.0402,-0.698342,-0.791717,-0.337919,-0.845864,0.234609,1.05767,0.118971,-0.194337,0.463733
43.08,-0.255584,0.2119,1.03418,-0.710864,-0.800104,-0.335508,-0.831462,0.247382,1.05569,0.123608,-0.202714,0.463482
43.09,-0.245273,0.20473,1.02816,-0.722846,-0.808346,-0.332971,-0.816966,0.259651,1.05362,0.128241,-0.211192,0.463195
43.1,-0.235021,0.197443,1.02217,-0.73429,-0.816443,-0.330315,-0.802397,0.271422,1.05146,0.132872,-0.219773,0.462868
43.11,-0.224829,0.190045,1.01624,-0.7452,-0.824394,-0.327543,-0.787777,0.282702,1.04922,0.137498,-0.228461,0.462498
43.12,-0.214697,0.182539,1.01039,-0.75558,-0.832198,-0.324661,-0.773127,0.2935,1.04689,0.142121,-0.23726,0.46208
43.13,-0.204622,0.174933,1.00464,-0.765437,-0.839856,-0.321673,-0.758465,0.303825,1.04448,0.14674,-0.246173,0.461612
43.14,-0.194604,0.167231,0.999013,-0.774775,-0.847368,-0.318584,-0.743809,0.313688,1.04197,0.151354,-0.255204,0.461088
43.15,-0.184641,0.159437,0.993534,-0.783601,-0.854733,-0.315399,-0.729178,0.323098,1.03937,0.155962,-0.264356,0.460504
43.16,-0.174733,0.151559,0.988219,-0.791922,-0.861951,-0.312122,-0.714585,0.332066,1.03668,0.160564,-0.273634,0.459856
43.17,-0.164877,0.143599,0.983085,-0.799745,-0.869024,-0.308758,-0.700046,0.340606,1.0339,0.165159,-0.283039,0.459139
43.18,-0.155071,0.135564,0.978151,-0.807076,-0.875952,-0.30531,-0.685575,0.348729,1.03102,0.169747,-0.292576,0.458347
